SDG,keyword,frequency,elsevier_word,max_weight,relevance_score
15,biodiversity,45,True,4.61,207.45000000000002
15,forests,42,True,3.98,167.16
15,wildlife,41,True,8.29,339.89
15,wetlands,38,,3.58,136.04
15,conservation,37,True,18.06,668.2199999999999
15,ecological,30,,3.58,107.4
15,habitat,27,True,5.1,137.7
15,rainforest,26,,3.58,93.08
15,ecology,25,True,3.67,91.75
15,endangered species,24,True,10.21,245.04000000000002
15,forest,24,True,6.81,163.44
15,forestry,24,True,6.59,158.16
15,habitats,24,,3.58,85.92
15,species,23,True,7.51,172.73
15,ecosystems,20,,3.58,71.6
15,fauna,19,,3.58,68.02
15,wildlife conservation,19,,3.58,68.02
15,fisheries,19,,3.58,68.02
15,endangered,18,True,15.55,279.90000000000003
15,invasive species,18,True,7.75,139.5
15,wetland,18,,3.58,64.44
15,nature conservancy,18,,3.58,64.44
15,conservationists,18,,3.58,64.44
15,conservancy,18,,3.58,64.44
15,watershed,17,,3.58,60.86
15,woodlands,17,,3.58,60.86
15,environmental,16,True,5.58,89.28
15,ecosystem,15,True,4.51,67.64999999999999
15,elephant,15,True,3.85,57.75
15,flora,15,,3.58,53.7
15,animals,15,,3.58,53.7
15,wildlife habitat,15,,3.58,53.7
15,bird species,14,,3.58,50.120000000000005
15,frogs,14,,3.58,50.120000000000005
15,grasslands,14,,3.58,50.120000000000005
15,vegetation,14,,3.58,50.120000000000005
15,climate change,13,,3.58,46.54
15,tropical forests,13,,3.58,46.54
15,amphibians,13,,3.58,46.54
15,ecologically,13,,3.58,46.54
15,otters,13,,3.58,46.54
15,mammals,13,,3.58,46.54
15,turtles,13,,3.58,46.54
15,waterways,13,,3.58,46.54
15,forestland,13,,3.58,46.54
15,coral reefs,12,,3.58,42.96
15,watersheds,12,,3.58,42.96
15,mangroves,12,,3.58,42.96
15,tigers,12,,3.58,42.96
15,leopards,12,,3.58,42.96
15,timber,12,,3.58,42.96
15,mangrove,12,,3.58,42.96
15,rhinos,12,,3.58,42.96
15,gorilla,11,True,4.24,46.64
15,crocodile,11,True,3.88,42.68
15,rainforests,11,,3.58,39.38
15,birds,11,,3.58,39.38
15,logging,11,,3.58,39.38
15,woodland,11,,3.58,39.38
15,grassland,11,,3.58,39.38
15,rhino,11,,3.58,39.38
15,orangutans,11,,3.58,39.38
15,reforestation,10,True,13.08,130.8
15,preservation,10,True,8.31,83.10000000000001
15,deforestation,10,True,7.44,74.4
15,freshwater,10,True,4.33,43.3
15,fishery,10,,3.58,35.8
15,mammal,10,,3.58,35.8
15,amphibian,10,,3.58,35.8
15,pollinators,10,,3.58,35.8
15,forested,10,,3.58,35.8
15,gorillas,10,,3.58,35.8
15,plantation,9,True,4.96,44.64
15,plantations,9,True,3.59,32.31
15,biosphere,9,,3.58,32.22
15,natural resource,9,,3.58,32.22
15,otter,9,,3.58,32.22
15,zoo,9,,3.58,32.22
15,bald eagles,9,,3.58,32.22
15,raptors,9,,3.58,32.22
15,tiger,9,,3.58,32.22
15,whales,9,,3.58,32.22
15,creatures,9,,3.58,32.22
15,insects,9,,3.58,32.22
15,reptiles,9,,3.58,32.22
15,lizards,9,,3.58,32.22
15,monkeys,9,,3.58,32.22
15,estuaries,9,,3.58,32.22
15,turtle,9,,3.58,32.22
15,koalas,9,,3.58,32.22
15,chimpanzees,8,True,7.03,56.24
15,environment,8,,3.58,28.64
15,ecologist,8,,3.58,28.64
15,aquaculture,8,,3.58,28.64
15,wwf,8,,3.58,28.64
15,ecotourism,8,,3.58,28.64
15,groundwater,8,,3.58,28.64
15,public lands,8,,3.58,28.64
15,animal,8,,3.58,28.64
15,waterfowl,8,,3.58,28.64
15,wilderness,8,,3.58,28.64
15,corals,8,,3.58,28.64
15,invertebrates,8,,3.58,28.64
15,creature,8,,3.58,28.64
15,reefs,8,,3.58,28.64
15,preserve,8,,3.58,28.64
15,aquatic,8,,3.58,28.64
15,trees,8,,3.58,28.64
15,estuary,8,,3.58,28.64
15,coral reef,8,,3.58,28.64
15,lakes,8,,3.58,28.64
15,owl,8,,3.58,28.64
15,toad,8,,3.58,28.64
15,soil erosion,8,,3.58,28.64
15,lizard,8,,3.58,28.64
15,cheetah,8,,3.58,28.64
15,monkey,8,,3.58,28.64
15,snake,8,,3.58,28.64
15,squirrel,8,,3.58,28.64
15,desertification,7,True,10.89,76.23
15,iucn,7,True,4.53,31.71
15,panda,7,True,4.31,30.169999999999998
15,biological diversity,7,True,3.78,26.459999999999997
15,primates,7,True,3.64,25.48
15,climate,7,,3.58,25.060000000000002
15,agricultural,7,,3.58,25.060000000000002
15,horticulture,7,,3.58,25.060000000000002
15,conservationist,7,,3.58,25.060000000000002
15,global warming,7,,3.58,25.060000000000002
15,critically endangered,7,,3.58,25.060000000000002
15,natural resources,7,,3.58,25.060000000000002
15,wildlife federation,7,,3.58,25.060000000000002
15,elk,7,,3.58,25.060000000000002
15,raptor,7,,3.58,25.060000000000002
15,reptile,7,,3.58,25.060000000000002
15,oceans,7,,3.58,25.060000000000002
15,polar bears,7,,3.58,25.060000000000002
15,land trust,7,,3.58,25.060000000000002
15,agriculture,7,,3.58,25.060000000000002
15,foresters,7,,3.58,25.060000000000002
15,felling,7,,3.58,25.060000000000002
15,riparian,7,,3.58,25.060000000000002
15,environmentally sensitive,7,,3.58,25.060000000000002
15,migratory birds,7,,3.58,25.060000000000002
15,foxes,7,,3.58,25.060000000000002
15,salamanders,7,,3.58,25.060000000000002
15,crocodiles,7,,3.58,25.060000000000002
15,lions,7,,3.58,25.060000000000002
15,cats,7,,3.58,25.060000000000002
15,grizzly,7,,3.58,25.060000000000002
15,jungle,7,,3.58,25.060000000000002
15,rabbit,7,,3.58,25.060000000000002
15,dinosaur,7,,3.58,25.060000000000002
15,hippos,7,,3.58,25.060000000000002
15,sustainable,6,True,5.14,30.839999999999996
15,zebra,6,True,4.0,24.0
15,natural history,6,,3.58,21.48
15,animal welfare,6,,3.58,21.48
15,nature,6,,3.58,21.48
15,redd,6,,3.58,21.48
15,ecologists,6,,3.58,21.48
15,fish,6,,3.58,21.48
15,dnr,6,,3.58,21.48
15,bobcats,6,,3.58,21.48
15,parks,6,,3.58,21.48
15,white tailed deer,6,,3.58,21.48
15,lynx,6,,3.58,21.48
15,environmental protection,6,,3.58,21.48
15,antelope,6,,3.58,21.48
15,manatee,6,,3.58,21.48
15,clean water,6,,3.58,21.48
15,wildlife refuge,6,,3.58,21.48
15,bald eagle,6,,3.58,21.48
15,organisms,6,,3.58,21.48
15,sea creatures,6,,3.58,21.48
15,polar bear,6,,3.58,21.48
15,flowering plants,6,,3.58,21.48
15,seabirds,6,,3.58,21.48
15,water resources,6,,3.58,21.48
15,forester,6,,3.58,21.48
15,hardwoods,6,,3.58,21.48
15,timberland,6,,3.58,21.48
15,landscapes,6,,3.58,21.48
15,tortoises,6,,3.58,21.48
15,panther,6,,3.58,21.48
15,wildlife refuges,6,,3.58,21.48
15,grasses,6,,3.58,21.48
15,critters,6,,3.58,21.48
15,biomass,6,,3.58,21.48
15,carbon sequestration,6,,3.58,21.48
15,cropland,6,,3.58,21.48
15,upland,6,,3.58,21.48
15,frog,6,,3.58,21.48
15,coyote,6,,3.58,21.48
15,loggers,6,,3.58,21.48
15,cat,6,,3.58,21.48
15,giraffe,6,,3.58,21.48
15,shark,6,,3.58,21.48
15,cougar,6,,3.58,21.48
15,apes,6,,3.58,21.48
15,hunting,5,True,3.96,19.8
15,sustainable development,5,,3.58,17.9
15,sustainability,5,,3.58,17.9
15,unep,5,,3.58,17.9
15,wildlife conservation society,5,,3.58,17.9
15,eco,5,,3.58,17.9
15,wildlife resources,5,,3.58,17.9
15,deer herd,5,,3.58,17.9
15,marine mammal,5,,3.58,17.9
15,bobcat,5,,3.58,17.9
15,audubon,5,,3.58,17.9
15,cougars,5,,3.58,17.9
15,audubon society,5,,3.58,17.9
15,biologists,5,,3.58,17.9
15,subspecies,5,,3.58,17.9
15,humans,5,,3.58,17.9
15,manatees,5,,3.58,17.9
15,primate,5,,3.58,17.9
15,biologist,5,,3.58,17.9
15,water quality,5,,3.58,17.9
15,river watershed,5,,3.58,17.9
15,nature reserve,5,,3.58,17.9
15,forest fires,5,,3.58,17.9
15,pines,5,,3.58,17.9
15,marsh,5,,3.58,17.9
15,floodplain,5,,3.58,17.9
15,ponds,5,,3.58,17.9
15,rivers,5,,3.58,17.9
15,headwaters,5,,3.58,17.9
15,sea turtles,5,,3.58,17.9
15,marine mammals,5,,3.58,17.9
15,eagles,5,,3.58,17.9
15,owls,5,,3.58,17.9
15,overfishing,5,,3.58,17.9
15,jaguar,5,,3.58,17.9
15,songbirds,5,,3.58,17.9
15,soils,5,,3.58,17.9
15,shorelines,5,,3.58,17.9
15,glaciers,5,,3.58,17.9
15,tropical,5,,3.58,17.9
15,eco tourism,5,,3.58,17.9
15,replanting,5,,3.58,17.9
15,farmland,5,,3.58,17.9
15,landowners,5,,3.58,17.9
15,bear,5,,3.58,17.9
15,toads,5,,3.58,17.9
15,falcons,5,,3.58,17.9
15,buffaloes,5,,3.58,17.9
15,indigenous peoples,5,,3.58,17.9
15,critter,5,,3.58,17.9
15,chimps,5,,3.58,17.9
15,banana,5,,3.58,17.9
15,ape,5,,3.58,17.9
15,orangutan,5,,3.58,17.9
15,elephants,5,,3.58,17.9
15,dog,5,,3.58,17.9
15,whale,5,,3.58,17.9
15,dragon,5,,3.58,17.9
15,tortoise,5,,3.58,17.9
15,zebras,5,,3.58,17.9
15,extinction,4,True,20.28,81.12
15,restoration,4,True,10.36,41.44
15,wolves,4,True,5.32,21.28
15,wolf,4,True,4.4,17.6
15,chimpanzee,4,True,3.84,15.36
15,stewardship,4,,3.58,14.32
15,biology,4,,3.58,14.32
15,rspb,4,,3.58,14.32
15,archaeology,4,,3.58,14.32
15,geology,4,,3.58,14.32
15,wildlife service,4,,3.58,14.32
15,deer,4,,3.58,14.32
15,veterinary,4,,3.58,14.32
15,inland fisheries,4,,3.58,14.32
15,bighorn sheep,4,,3.58,14.32
15,exotic animals,4,,3.58,14.32
15,natural resources conservation,4,,3.58,14.32
15,bird,4,,3.58,14.32
15,mountain lion,4,,3.58,14.32
15,hunters,4,,3.58,14.32
15,endangered species act,4,,3.58,14.32
15,vertebrates,4,,3.58,14.32
15,butterflies,4,,3.58,14.32
15,pandas,4,,3.58,14.32
15,woodpecker,4,,3.58,14.32
15,dinosaurs,4,,3.58,14.32
15,trout unlimited,4,,3.58,14.32
15,conservation easements,4,,3.58,14.32
15,ducks unlimited,4,,3.58,14.32
15,trails,4,,3.58,14.32
15,forest service,4,,3.58,14.32
15,roadless,4,,3.58,14.32
15,lands,4,,3.58,14.32
15,planting trees,4,,3.58,14.32
15,landscape,4,,3.58,14.32
15,sawmills,4,,3.58,14.32
15,marshland,4,,3.58,14.32
15,marshes,4,,3.58,14.32
15,shoreline,4,,3.58,14.32
15,greenbelt,4,,3.58,14.32
15,cites,4,,3.58,14.32
15,wild salmon,4,,3.58,14.32
15,genetic diversity,4,,3.58,14.32
15,hydrology,4,,3.58,14.32
15,wildfire,4,,3.58,14.32
15,ranger,4,,3.58,14.32
15,coral,4,,3.58,14.32
15,environmental degradation,4,,3.58,14.32
15,tropics,4,,3.58,14.32
15,stormwater runoff,4,,3.58,14.32
15,greenway,4,,3.58,14.32
15,stormwater,4,,3.58,14.32
15,fungi,4,,3.58,14.32
15,arable land,4,,3.58,14.32
15,palm oil,4,,3.58,14.32
15,lion,4,,3.58,14.32
15,monster,4,,3.58,14.32
15,chimp,4,,3.58,14.32
15,chameleon,4,,3.58,14.32
15,goat,4,,3.58,14.32
15,serengeti,4,,3.58,14.32
15,ninja,4,,3.58,14.32
15,grizzly bear,4,,3.58,14.32
15,bamboo,4,,3.58,14.32
15,cub,4,,3.58,14.32
15,koala,4,,3.58,14.32
15,jungles,4,,3.58,14.32
15,leopard,4,,3.58,14.32
15,sea lion,4,,3.58,14.32
15,penguin,4,,3.58,14.32
15,pelican,4,,3.58,14.32
15,giant panda,4,,3.58,14.32
15,hippo,4,,3.58,14.32
15,pine trees,4,,3.58,14.32
15,alligator,4,,3.58,14.32
15,giraffes,4,,3.58,14.32
15,baboons,4,,3.58,14.32
15,poaching,3,True,10.17,30.509999999999998
15,environmental conservation,3,True,8.86,26.58
15,land,3,True,4.72,14.16
15,cheetahs,3,True,3.72,11.16
15,pest,3,True,3.7,11.100000000000001
15,renewable energy,3,,3.58,10.74
15,oceanography,3,,3.58,10.74
15,unfccc,3,,3.58,10.74
15,farming,3,,3.58,10.74
15,fish wildlife,3,,3.58,10.74
15,fwp,3,,3.58,10.74
15,wildlife biologist,3,,3.58,10.74
15,fwc,3,,3.58,10.74
15,animal rescue,3,,3.58,10.74
15,poachers,3,,3.58,10.74
15,grizzly bears,3,,3.58,10.74
15,livestock,3,,3.58,10.74
15,rangers,3,,3.58,10.74
15,humane society,3,,3.58,10.74
15,extinct,3,,3.58,10.74
15,carnivores,3,,3.58,10.74
15,grizzlies,3,,3.58,10.74
15,snakes,3,,3.58,10.74
15,water conservation,3,,3.58,10.74
15,environmental quality,3,,3.58,10.74
15,naturalist,3,,3.58,10.74
15,land use,3,,3.58,10.74
15,resource management,3,,3.58,10.74
15,solid waste,3,,3.58,10.74
15,environmentalist,3,,3.58,10.74
15,soil,3,,3.58,10.74
15,saplings,3,,3.58,10.74
15,tree planting,3,,3.58,10.74
15,lake,3,,3.58,10.74
15,birding,3,,3.58,10.74
15,water,3,,3.58,10.74
15,federally protected,3,,3.58,10.74
15,humpback whales,3,,3.58,10.74
15,populations,3,,3.58,10.74
15,wildflowers,3,,3.58,10.74
15,botanical,3,,3.58,10.74
15,agricultural sciences,3,,3.58,10.74
15,salinity,3,,3.58,10.74
15,microorganisms,3,,3.58,10.74
15,reef,3,,3.58,10.74
15,rangeland,3,,3.58,10.74
15,parkland,3,,3.58,10.74
15,meadows,3,,3.58,10.74
15,acres,3,,3.58,10.74
15,pine,3,,3.58,10.74
15,wildflower,3,,3.58,10.74
15,plum creek,3,,3.58,10.74
15,mill,3,,3.58,10.74
15,biscuit,3,,3.58,10.74
15,avian,3,,3.58,10.74
15,galapagos islands,3,,3.58,10.74
15,snails,3,,3.58,10.74
15,fossils,3,,3.58,10.74
15,reclamation,3,,3.58,10.74
15,fishermen,3,,3.58,10.74
15,rebels,3,,3.58,10.74
15,redhawks,3,,3.58,10.74
15,hectares,3,,3.58,10.74
15,highlands,3,,3.58,10.74
15,hectare,3,,3.58,10.74
15,insect,3,,3.58,10.74
15,beetles,3,,3.58,10.74
15,beavers,3,,3.58,10.74
15,honeybees,3,,3.58,10.74
15,rat,3,,3.58,10.74
15,keepers,3,,3.58,10.74
15,volcanoes,3,,3.58,10.74
15,bunny,3,,3.58,10.74
15,pig,3,,3.58,10.74
15,borneo,3,,3.58,10.74
15,gator,3,,3.58,10.74
15,dolphin,3,,3.58,10.74
15,crab,3,,3.58,10.74
15,penguins,3,,3.58,10.74
15,rodent,3,,3.58,10.74
15,hatchlings,3,,3.58,10.74
15,farmlands,3,,3.58,10.74
15,sawmill,3,,3.58,10.74
15,farms,3,,3.58,10.74
15,swans,3,,3.58,10.74
15,squirrels,3,,3.58,10.74
15,sharks,3,,3.58,10.74
15,kitten,3,,3.58,10.74
15,zookeeper,3,,3.58,10.74
15,pup,3,,3.58,10.74
15,cubs,3,,3.58,10.74
15,zookeepers,3,,3.58,10.74
15,hamster,3,,3.58,10.74
15,llama,3,,3.58,10.74
15,dogs,3,,3.58,10.74
15,invasive,2,True,16.32,32.64
15,threatened,2,True,6.46,12.92
15,predator,2,True,5.49,10.98
15,population,2,,3.58,7.16
15,unesco,2,,3.58,7.16
15,biological,2,,3.58,7.16
15,climate change ipcc,2,,3.58,7.16
15,climate action,2,,3.58,7.16
15,fao,2,,3.58,7.16
15,archaeological,2,,3.58,7.16
15,languages,2,,3.58,7.16
15,adaptation,2,,3.58,7.16
15,biofuel,2,,3.58,7.16
15,mountain lions,2,,3.58,7.16
15,mule deer,2,,3.58,7.16
15,moose,2,,3.58,7.16
15,diseases,2,,3.58,7.16
15,gray wolves,2,,3.58,7.16
15,plants,2,,3.58,7.16
15,breeding,2,,3.58,7.16
15,crops,2,,3.58,7.16
15,sturgeon,2,,3.58,7.16
15,disease,2,,3.58,7.16
15,historic preservation,2,,3.58,7.16
15,wilderness society,2,,3.58,7.16
15,sierra club,2,,3.58,7.16
15,solid waste management,2,,3.58,7.16
15,dep,2,,3.58,7.16
15,food pantry,2,,3.58,7.16
15,affordable housing,2,,3.58,7.16
15,volunteer,2,,3.58,7.16
15,realtor,2,,3.58,7.16
15,builders,2,,3.58,7.16
15,animal shelter,2,,3.58,7.16
15,re max,2,,3.58,7.16
15,thrift shop,2,,3.58,7.16
15,refuge,2,,3.58,7.16
15,landholders,2,,3.58,7.16
15,irrigation,2,,3.58,7.16
15,dfo,2,,3.58,7.16
15,great smoky mountains,2,,3.58,7.16
15,pesticides,2,,3.58,7.16
15,interior,2,,3.58,7.16
15,marshlands,2,,3.58,7.16
15,dams,2,,3.58,7.16
15,dunes,2,,3.58,7.16
15,drainage,2,,3.58,7.16
15,sage grouse,2,,3.58,7.16
15,walrus,2,,3.58,7.16
15,sea lions,2,,3.58,7.16
15,bluefin tuna,2,,3.58,7.16
15,prairie dogs,2,,3.58,7.16
15,sea turtle,2,,3.58,7.16
15,national marine fisheries,2,,3.58,7.16
15,forage,2,,3.58,7.16
15,nesting,2,,3.58,7.16
15,migratory,2,,3.58,7.16
15,geological,2,,3.58,7.16
15,mitigation,2,,3.58,7.16
15,pollution,2,,3.58,7.16
15,natural,2,,3.58,7.16
15,algae,2,,3.58,7.16
15,cultural heritage,2,,3.58,7.16
15,primary industries,2,,3.58,7.16
